date,plant_id,location,waste_type,weight_tons,source,cost_per_ton_eur,collection_zone,weather,total_cost_eur,month,month_num,quarter
2026-02-07,WTE_RTM_01,Rotterdam Port,Industrial Waste,353.0,Industrial,85.0,North Rotterdam,Rainy,30005.0,2026-02,2,2026Q1
2026-02-07,WTE_RTM_02,Rotterdam City,Paper/Cardboard,141.2,Municipal,65.0,North Rotterdam,Rainy,9178.0,2026-02,2,2026Q1
2026-02-07,WTE_RTM_02,Rotterdam City,Metal,141.2,Municipal,80.0,North Rotterdam,Rainy,11296.0,2026-02,2,2026Q1
2026-02-08,WTE_RTM_02,Rotterdam City,Organic,405.3,Household,70.0,North Rotterdam,Rainy,28371.0,2026-02,2,2026Q1
2026-02-08,WTE_RTM_01,Rotterdam Port,Plastic,231.6,Industrial,78.87478361223312,North Rotterdam,Rainy,18267.4,2026-02,2,2026Q1
2026-02-08,WTE_RTM_01,Rotterdam Port,Industrial Waste,289.5,Industrial,85.0,Central District,Rainy,24607.5,2026-02,2,2026Q1
2026-02-08,WTE_RTM_02,Rotterdam City,Paper/Cardboard,115.8,Municipal,65.0,Central District,Rainy,7527.0,2026-02,2,2026Q1
2026-02-08,WTE_RTM_02,Rotterdam City,Metal,115.8,Municipal,80.0,Central District,Rainy,9264.0,2026-02,2,2026Q1
2026-02-09,WTE_RTM_02,Rotterdam City,Organic,539.7,Household,70.0,Central District,Rainy,37779.0,2026-02,2,2026Q1
2026-02-09,WTE_RTM_01,Rotterdam Port,Plastic,308.4,Industrial,95.0,North Rotterdam,Rainy,29298.0,2026-02,2,2026Q1
2026-02-09,WTE_RTM_01,Rotterdam Port,Industrial Waste,385.5,Industrial,85.0,Central District,Rainy,32767.5,2026-02,2,2026Q1
2026-02-09,WTE_RTM_02,Rotterdam City,Paper/Cardboard,154.2,Municipal,65.0,Port Area,Rainy,10023.0,2026-02,2,2026Q1
2026-02-09,WTE_RTM_02,Rotterdam City,Metal,154.2,Municipal,80.0,Port Area,Rainy,12336.0,2026-02,2,2026Q1
2026-02-10,WTE_RTM_02,Rotterdam City,Organic,407.4,Household,70.0,Central District,Cloudy,28518.0,2026-02,2,2026Q1
2026-02-10,WTE_RTM_01,Rotterdam Port,Plastic,232.8,Industrial,95.0,Central District,Cloudy,22116.0,2026-02,2,2026Q1
2026-02-10,WTE_RTM_01,Rotterdam Port,Industrial Waste,291.0,Industrial,85.0,Port Area,Cloudy,24735.0,2026-02,2,2026Q1
2026-02-10,WTE_RTM_02,Rotterdam City,Paper/Cardboard,116.4,Municipal,65.0,South Rotterdam,Cloudy,7566.0,2026-02,2,2026Q1
2026-02-10,WTE_RTM_02,Rotterdam City,Metal,116.4,Municipal,80.0,North Rotterdam,Cloudy,9312.0,2026-02,2,2026Q1
2026-02-11,WTE_RTM_02,Rotterdam City,Organic,470.4,Household,70.0,Port Area,Cloudy,32928.0,2026-02,2,2026Q1
2026-02-11,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,North Rotterdam,Cloudy,26032.95,2026-02,2,2026Q1
2026-02-11,WTE_RTM_01,Rotterdam Port,Industrial Waste,336.0,Industrial,78.87478361223312,South Rotterdam,Cloudy,26501.93,2026-02,2,2026Q1
2026-02-11,WTE_RTM_02,Rotterdam City,Paper/Cardboard,134.4,Municipal,78.87478361223312,Port Area,Cloudy,10600.77,2026-02,2,2026Q1
2026-02-11,WTE_RTM_02,Rotterdam City,Metal,134.4,Municipal,80.0,North Rotterdam,Cloudy,10752.0,2026-02,2,2026Q1
2026-02-12,WTE_RTM_02,Rotterdam City,Organic,539.0,Household,70.0,North Rotterdam,Dry,37730.0,2026-02,2,2026Q1
2026-02-12,WTE_RTM_01,Rotterdam Port,Plastic,308.0,Industrial,95.0,North Rotterdam,Dry,29260.0,2026-02,2,2026Q1
2026-02-12,WTE_RTM_01,Rotterdam Port,Industrial Waste,385.0,Industrial,85.0,North Rotterdam,Dry,32725.0,2026-02,2,2026Q1
2026-02-12,WTE_RTM_02,Rotterdam City,Paper/Cardboard,154.0,Municipal,65.0,Central District,Dry,10010.0,2026-02,2,2026Q1
2026-02-12,WTE_RTM_02,Rotterdam City,Metal,154.0,Municipal,80.0,Port Area,Dry,12320.0,2026-02,2,2026Q1
2026-02-13,WTE_RTM_02,Rotterdam City,Organic,421.05,Household,70.0,Central District,Cloudy,29473.5,2026-02,2,2026Q1
2026-02-13,WTE_RTM_01,Rotterdam Port,Plastic,240.6,Industrial,95.0,South Rotterdam,Cloudy,22857.0,2026-02,2,2026Q1
2026-02-13,WTE_RTM_01,Rotterdam Port,Industrial Waste,300.75,Industrial,85.0,Central District,Cloudy,25563.75,2026-02,2,2026Q1
2026-02-13,WTE_RTM_02,Rotterdam City,Paper/Cardboard,120.3,Municipal,65.0,Central District,Cloudy,7819.5,2026-02,2,2026Q1
2026-02-13,WTE_RTM_02,Rotterdam City,Metal,120.3,Municipal,80.0,North Rotterdam,Cloudy,9624.0,2026-02,2,2026Q1
2026-02-14,WTE_RTM_02,Rotterdam City,Organic,514.5,Household,70.0,Central District,Rainy,36015.0,2026-02,2,2026Q1
2026-02-14,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,Central District,Rainy,26032.95,2026-02,2,2026Q1
2026-02-14,WTE_RTM_01,Rotterdam Port,Industrial Waste,367.5,Industrial,85.0,Central District,Rainy,31237.5,2026-02,2,2026Q1
2026-02-14,WTE_RTM_02,Rotterdam City,Paper/Cardboard,147.0,Municipal,65.0,Port Area,Rainy,9555.0,2026-02,2,2026Q1
2026-02-14,WTE_RTM_02,Rotterdam City,Metal,147.0,Municipal,80.0,South Rotterdam,Rainy,11760.0,2026-02,2,2026Q1
2026-02-15,WTE_RTM_02,Rotterdam City,Organic,507.5,Household,70.0,North Rotterdam,Dry,35525.0,2026-02,2,2026Q1
2026-02-15,WTE_RTM_01,Rotterdam Port,Plastic,290.0,Industrial,95.0,North Rotterdam,Dry,27550.0,2026-02,2,2026Q1
2026-02-15,WTE_RTM_01,Rotterdam Port,Industrial Waste,362.5,Industrial,85.0,South Rotterdam,Dry,30812.5,2026-02,2,2026Q1
2026-02-15,WTE_RTM_02,Rotterdam City,Paper/Cardboard,145.0,Municipal,65.0,North Rotterdam,Dry,9425.0,2026-02,2,2026Q1
2026-02-15,WTE_RTM_02,Rotterdam City,Metal,145.0,Municipal,80.0,North Rotterdam,Dry,11600.0,2026-02,2,2026Q1
2026-02-16,WTE_RTM_02,Rotterdam City,Organic,516.95,Household,70.0,North Rotterdam,Dry,36186.5,2026-02,2,2026Q1
2026-02-16,WTE_RTM_01,Rotterdam Port,Plastic,295.4,Industrial,95.0,South Rotterdam,Dry,28063.0,2026-02,2,2026Q1
2026-02-16,WTE_RTM_01,Rotterdam Port,Industrial Waste,369.25,Industrial,85.0,Central District,Dry,31386.25,2026-02,2,2026Q1
2026-02-16,WTE_RTM_02,Rotterdam City,Paper/Cardboard,147.7,Municipal,65.0,Port Area,Dry,9600.5,2026-02,2,2026Q1
2026-02-16,WTE_RTM_02,Rotterdam City,Metal,147.7,Municipal,80.0,North Rotterdam,Dry,11816.0,2026-02,2,2026Q1
2026-02-17,WTE_RTM_02,Rotterdam City,Organic,440.3,Household,70.0,Central District,Rainy,30821.0,2026-02,2,2026Q1
2026-02-17,WTE_RTM_01,Rotterdam Port,Plastic,251.6,Industrial,95.0,South Rotterdam,Rainy,23902.0,2026-02,2,2026Q1
2026-02-17,WTE_RTM_01,Rotterdam Port,Industrial Waste,314.5,Industrial,85.0,Port Area,Rainy,26732.5,2026-02,2,2026Q1
2026-02-17,WTE_RTM_02,Rotterdam City,Paper/Cardboard,125.8,Municipal,65.0,Central District,Rainy,8177.0,2026-02,2,2026Q1
2026-02-17,WTE_RTM_02,Rotterdam City,Metal,125.8,Municipal,80.0,Port Area,Rainy,10064.0,2026-02,2,2026Q1
2026-02-18,WTE_RTM_02,Rotterdam City,Organic,458.85,Household,70.0,Central District,Dry,32119.5,2026-02,2,2026Q1
2026-02-18,WTE_RTM_01,Rotterdam Port,Plastic,262.2,Industrial,95.0,Port Area,Dry,24909.0,2026-02,2,2026Q1
2026-02-18,WTE_RTM_01,Rotterdam Port,Industrial Waste,327.75,Industrial,85.0,South Rotterdam,Dry,27858.75,2026-02,2,2026Q1
2026-02-18,WTE_RTM_02,Rotterdam City,Paper/Cardboard,131.1,Municipal,65.0,North Rotterdam,Dry,8521.5,2026-02,2,2026Q1
2026-02-18,WTE_RTM_02,Rotterdam City,Metal,131.1,Municipal,80.0,South Rotterdam,Dry,10488.0,2026-02,2,2026Q1
2026-02-19,WTE_RTM_02,Rotterdam City,Organic,396.9,Household,70.0,South Rotterdam,Cloudy,27783.0,2026-02,2,2026Q1
2026-02-19,WTE_RTM_01,Rotterdam Port,Plastic,226.8,Industrial,95.0,North Rotterdam,Cloudy,21546.0,2026-02,2,2026Q1
2026-02-19,WTE_RTM_01,Rotterdam Port,Industrial Waste,283.5,Industrial,85.0,Central District,Cloudy,24097.5,2026-02,2,2026Q1
2026-02-19,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,South Rotterdam,Cloudy,17812.02,2026-02,2,2026Q1
2026-02-19,WTE_RTM_02,Rotterdam City,Metal,113.4,Municipal,80.0,North Rotterdam,Cloudy,9072.0,2026-02,2,2026Q1
2026-02-20,WTE_RTM_02,Rotterdam City,Organic,519.4,Household,70.0,South Rotterdam,Dry,36358.0,2026-02,2,2026Q1
2026-02-20,WTE_RTM_01,Rotterdam Port,Plastic,296.8,Industrial,95.0,South Rotterdam,Dry,28196.0,2026-02,2,2026Q1
2026-02-20,WTE_RTM_01,Rotterdam Port,Industrial Waste,371.0,Industrial,85.0,North Rotterdam,Dry,31535.0,2026-02,2,2026Q1
2026-02-20,WTE_RTM_02,Rotterdam City,Paper/Cardboard,148.4,Municipal,65.0,North Rotterdam,Dry,9646.0,2026-02,2,2026Q1
2026-02-20,WTE_RTM_02,Rotterdam City,Metal,148.4,Municipal,80.0,Central District,Dry,11872.0,2026-02,2,2026Q1
2026-02-21,WTE_RTM_02,Rotterdam City,Organic,436.1,Household,70.0,Central District,Dry,30527.0,2026-02,2,2026Q1
2026-02-21,WTE_RTM_01,Rotterdam Port,Plastic,249.2,Industrial,95.0,Port Area,Dry,23674.0,2026-02,2,2026Q1
2026-02-21,WTE_RTM_01,Rotterdam Port,Industrial Waste,311.5,Industrial,85.0,Central District,Dry,26477.5,2026-02,2,2026Q1
2026-02-21,WTE_RTM_02,Rotterdam City,Paper/Cardboard,124.6,Municipal,65.0,North Rotterdam,Dry,8099.0,2026-02,2,2026Q1
2026-02-21,WTE_RTM_02,Rotterdam City,Metal,124.6,Municipal,80.0,Central District,Dry,9968.0,2026-02,2,2026Q1
2026-02-22,WTE_RTM_02,Rotterdam City,Organic,547.05,Household,70.0,Central District,Dry,38293.5,2026-02,2,2026Q1
2026-02-22,WTE_RTM_01,Rotterdam Port,Plastic,312.6,Industrial,95.0,Port Area,Dry,29697.0,2026-02,2,2026Q1
2026-02-22,WTE_RTM_01,Rotterdam Port,Industrial Waste,390.75,Industrial,85.0,South Rotterdam,Dry,33213.75,2026-02,2,2026Q1
2026-02-22,WTE_RTM_02,Rotterdam City,Paper/Cardboard,156.3,Municipal,65.0,North Rotterdam,Dry,10159.5,2026-02,2,2026Q1
2026-02-22,WTE_RTM_02,Rotterdam City,Metal,156.3,Municipal,80.0,North Rotterdam,Dry,12504.0,2026-02,2,2026Q1
2026-02-23,WTE_RTM_02,Rotterdam City,Organic,446.25,Household,70.0,Port Area,Dry,31237.5,2026-02,2,2026Q1
2026-02-23,WTE_RTM_01,Rotterdam Port,Plastic,255.0,Industrial,95.0,Central District,Dry,24225.0,2026-02,2,2026Q1
2026-02-23,WTE_RTM_01,Rotterdam Port,Industrial Waste,318.75,Industrial,78.87478361223312,Central District,Dry,25141.34,2026-02,2,2026Q1
2026-02-23,WTE_RTM_02,Rotterdam City,Paper/Cardboard,127.5,Municipal,65.0,Central District,Dry,8287.5,2026-02,2,2026Q1
2026-02-23,WTE_RTM_02,Rotterdam City,Metal,127.5,Municipal,80.0,North Rotterdam,Dry,10200.0,2026-02,2,2026Q1
2026-02-24,WTE_RTM_02,Rotterdam City,Organic,487.55,Household,70.0,Central District,Rainy,34128.5,2026-02,2,2026Q1
2026-02-24,WTE_RTM_01,Rotterdam Port,Plastic,278.6,Industrial,95.0,North Rotterdam,Rainy,26467.0,2026-02,2,2026Q1
2026-02-24,WTE_RTM_01,Rotterdam Port,Industrial Waste,348.25,Industrial,85.0,Port Area,Rainy,29601.25,2026-02,2,2026Q1
2026-02-24,WTE_RTM_02,Rotterdam City,Paper/Cardboard,139.3,Municipal,65.0,Central District,Rainy,9054.5,2026-02,2,2026Q1
2026-02-24,WTE_RTM_02,Rotterdam City,Metal,139.3,Municipal,80.0,South Rotterdam,Rainy,11144.0,2026-02,2,2026Q1
2026-02-25,WTE_RTM_02,Rotterdam City,Organic,539.7,Household,70.0,Central District,Dry,37779.0,2026-02,2,2026Q1
2026-02-25,WTE_RTM_01,Rotterdam Port,Plastic,308.4,Industrial,95.0,South Rotterdam,Dry,29298.0,2026-02,2,2026Q1
2026-02-25,WTE_RTM_01,Rotterdam Port,Industrial Waste,385.5,Industrial,85.0,Port Area,Dry,32767.5,2026-02,2,2026Q1
2026-02-25,WTE_RTM_02,Rotterdam City,Paper/Cardboard,154.2,Municipal,65.0,South Rotterdam,Dry,10023.0,2026-02,2,2026Q1
2026-02-25,WTE_RTM_02,Rotterdam City,Metal,154.2,Municipal,80.0,Central District,Dry,12336.0,2026-02,2,2026Q1
2026-02-26,WTE_RTM_02,Rotterdam City,Organic,403.2,Household,70.0,Port Area,Dry,28224.0,2026-02,2,2026Q1
2026-02-26,WTE_RTM_01,Rotterdam Port,Plastic,230.4,Industrial,95.0,Central District,Dry,21888.0,2026-02,2,2026Q1
2026-02-26,WTE_RTM_01,Rotterdam Port,Industrial Waste,288.0,Industrial,85.0,Central District,Dry,24480.0,2026-02,2,2026Q1
2026-02-26,WTE_RTM_02,Rotterdam City,Paper/Cardboard,115.2,Municipal,65.0,Port Area,Dry,7488.0,2026-02,2,2026Q1
2026-02-26,WTE_RTM_02,Rotterdam City,Metal,115.2,Municipal,80.0,Central District,Dry,9216.0,2026-02,2,2026Q1
2026-02-27,WTE_RTM_02,Rotterdam City,Organic,449.05,Household,70.0,Port Area,Dry,31433.5,2026-02,2,2026Q1
2026-02-27,WTE_RTM_01,Rotterdam Port,Plastic,256.6,Industrial,95.0,Port Area,Dry,24377.0,2026-02,2,2026Q1
2026-02-27,WTE_RTM_01,Rotterdam Port,Industrial Waste,320.75,Industrial,85.0,South Rotterdam,Dry,27263.75,2026-02,2,2026Q1
2026-02-27,WTE_RTM_02,Rotterdam City,Paper/Cardboard,128.3,Municipal,65.0,Central District,Dry,8339.5,2026-02,2,2026Q1
2026-02-27,WTE_RTM_02,Rotterdam City,Metal,128.3,Municipal,78.87478361223312,North Rotterdam,Dry,10119.63,2026-02,2,2026Q1
2026-02-28,WTE_RTM_02,Rotterdam City,Organic,445.55,Household,70.0,Central District,Cloudy,31188.5,2026-02,2,2026Q1
2026-02-28,WTE_RTM_01,Rotterdam Port,Plastic,254.6,Industrial,95.0,Central District,Cloudy,24187.0,2026-02,2,2026Q1
2026-02-28,WTE_RTM_01,Rotterdam Port,Industrial Waste,318.25,Industrial,85.0,South Rotterdam,Cloudy,27051.25,2026-02,2,2026Q1
2026-02-28,WTE_RTM_02,Rotterdam City,Paper/Cardboard,127.3,Municipal,65.0,North Rotterdam,Cloudy,8274.5,2026-02,2,2026Q1
2026-02-28,WTE_RTM_02,Rotterdam City,Metal,127.3,Municipal,80.0,South Rotterdam,Cloudy,10184.0,2026-02,2,2026Q1
2026-03-01,WTE_RTM_02,Rotterdam City,Organic,537.6,Household,70.0,Central District,Dry,37632.0,2026-03,3,2026Q1
2026-03-01,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,South Rotterdam,Dry,26032.95,2026-03,3,2026Q1
2026-03-01,WTE_RTM_01,Rotterdam Port,Industrial Waste,384.0,Industrial,85.0,South Rotterdam,Dry,32640.0,2026-03,3,2026Q1
2026-03-01,WTE_RTM_02,Rotterdam City,Paper/Cardboard,153.6,Municipal,65.0,Port Area,Dry,9984.0,2026-03,3,2026Q1
2026-03-01,WTE_RTM_02,Rotterdam City,Metal,153.6,Municipal,80.0,South Rotterdam,Dry,12288.0,2026-03,3,2026Q1
2026-03-02,WTE_RTM_02,Rotterdam City,Organic,515.2,Household,70.0,South Rotterdam,Cloudy,36064.0,2026-03,3,2026Q1
2026-03-02,WTE_RTM_01,Rotterdam Port,Plastic,294.4,Industrial,95.0,North Rotterdam,Cloudy,27968.0,2026-03,3,2026Q1
2026-03-02,WTE_RTM_01,Rotterdam Port,Industrial Waste,368.0,Industrial,85.0,Central District,Cloudy,31280.0,2026-03,3,2026Q1
2026-03-02,WTE_RTM_02,Rotterdam City,Paper/Cardboard,147.2,Municipal,65.0,North Rotterdam,Cloudy,9568.0,2026-03,3,2026Q1
2026-03-02,WTE_RTM_02,Rotterdam City,Metal,147.2,Municipal,80.0,South Rotterdam,Cloudy,11776.0,2026-03,3,2026Q1
2026-03-03,WTE_RTM_02,Rotterdam City,Organic,475.65,Household,70.0,Port Area,Cloudy,33295.5,2026-03,3,2026Q1
2026-03-03,WTE_RTM_01,Rotterdam Port,Plastic,271.8,Industrial,95.0,North Rotterdam,Cloudy,25821.0,2026-03,3,2026Q1
2026-03-03,WTE_RTM_01,Rotterdam Port,Industrial Waste,339.75,Industrial,85.0,North Rotterdam,Cloudy,28878.75,2026-03,3,2026Q1
2026-03-03,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,South Rotterdam,Cloudy,17812.02,2026-03,3,2026Q1
2026-03-03,WTE_RTM_02,Rotterdam City,Metal,135.9,Municipal,80.0,South Rotterdam,Cloudy,10872.0,2026-03,3,2026Q1
2026-03-04,WTE_RTM_02,Rotterdam City,Organic,519.4,Household,70.0,Port Area,Rainy,36358.0,2026-03,3,2026Q1
2026-03-04,WTE_RTM_01,Rotterdam Port,Plastic,296.8,Industrial,95.0,South Rotterdam,Rainy,28196.0,2026-03,3,2026Q1
2026-03-04,WTE_RTM_01,Rotterdam Port,Industrial Waste,371.0,Industrial,85.0,South Rotterdam,Rainy,31535.0,2026-03,3,2026Q1
2026-03-04,WTE_RTM_02,Rotterdam City,Paper/Cardboard,148.4,Municipal,65.0,Port Area,Rainy,9646.0,2026-03,3,2026Q1
2026-03-04,WTE_RTM_02,Rotterdam City,Metal,148.4,Municipal,80.0,Port Area,Rainy,11872.0,2026-03,3,2026Q1
2026-03-05,WTE_RTM_02,Rotterdam City,Organic,487.2,Household,70.0,North Rotterdam,Dry,34104.0,2026-03,3,2026Q1
2026-03-05,WTE_RTM_01,Rotterdam Port,Plastic,278.4,Industrial,95.0,North Rotterdam,Dry,26448.0,2026-03,3,2026Q1
2026-03-05,WTE_RTM_01,Rotterdam Port,Industrial Waste,274.0310305123777,Industrial,85.0,North Rotterdam,Dry,23292.64,2026-03,3,2026Q1
2026-03-05,WTE_RTM_02,Rotterdam City,Paper/Cardboard,139.2,Municipal,65.0,North Rotterdam,Dry,9048.0,2026-03,3,2026Q1
2026-03-05,WTE_RTM_02,Rotterdam City,Metal,139.2,Municipal,80.0,Central District,Dry,11136.0,2026-03,3,2026Q1
2026-03-06,WTE_RTM_02,Rotterdam City,Organic,560.35,Household,70.0,North Rotterdam,Cloudy,39224.5,2026-03,3,2026Q1
2026-03-06,WTE_RTM_01,Rotterdam Port,Plastic,320.2,Industrial,95.0,South Rotterdam,Cloudy,30419.0,2026-03,3,2026Q1
2026-03-06,WTE_RTM_01,Rotterdam Port,Industrial Waste,400.25,Industrial,85.0,North Rotterdam,Cloudy,34021.25,2026-03,3,2026Q1
2026-03-06,WTE_RTM_02,Rotterdam City,Paper/Cardboard,160.1,Municipal,65.0,Central District,Cloudy,10406.5,2026-03,3,2026Q1
2026-03-06,WTE_RTM_02,Rotterdam City,Metal,160.1,Municipal,80.0,South Rotterdam,Cloudy,12808.0,2026-03,3,2026Q1
2026-03-07,WTE_RTM_02,Rotterdam City,Organic,497.0,Household,78.87478361223312,South Rotterdam,Cloudy,39200.77,2026-03,3,2026Q1
2026-03-07,WTE_RTM_01,Rotterdam Port,Plastic,284.0,Industrial,95.0,Central District,Cloudy,26980.0,2026-03,3,2026Q1
2026-03-07,WTE_RTM_01,Rotterdam Port,Industrial Waste,355.0,Industrial,85.0,Central District,Cloudy,30175.0,2026-03,3,2026Q1
2026-03-07,WTE_RTM_02,Rotterdam City,Paper/Cardboard,142.0,Municipal,65.0,South Rotterdam,Cloudy,9230.0,2026-03,3,2026Q1
2026-03-07,WTE_RTM_02,Rotterdam City,Metal,142.0,Municipal,80.0,South Rotterdam,Cloudy,11360.0,2026-03,3,2026Q1
2026-03-08,WTE_RTM_02,Rotterdam City,Organic,433.3,Household,70.0,North Rotterdam,Rainy,30331.0,2026-03,3,2026Q1
2026-03-08,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,Port Area,Rainy,26032.95,2026-03,3,2026Q1
2026-03-08,WTE_RTM_01,Rotterdam Port,Industrial Waste,309.5,Industrial,85.0,South Rotterdam,Rainy,26307.5,2026-03,3,2026Q1
2026-03-08,WTE_RTM_02,Rotterdam City,Paper/Cardboard,123.8,Municipal,65.0,Port Area,Rainy,8047.0,2026-03,3,2026Q1
2026-03-08,WTE_RTM_02,Rotterdam City,Metal,123.8,Municipal,80.0,Central District,Rainy,9904.0,2026-03,3,2026Q1
2026-03-09,WTE_RTM_02,Rotterdam City,Organic,274.0310305123777,Household,70.0,North Rotterdam,Rainy,19182.17,2026-03,3,2026Q1
2026-03-09,WTE_RTM_01,Rotterdam Port,Plastic,303.6,Industrial,95.0,South Rotterdam,Rainy,28842.0,2026-03,3,2026Q1
2026-03-09,WTE_RTM_01,Rotterdam Port,Industrial Waste,379.5,Industrial,85.0,Central District,Rainy,32257.5,2026-03,3,2026Q1
2026-03-09,WTE_RTM_02,Rotterdam City,Paper/Cardboard,151.8,Municipal,65.0,North Rotterdam,Rainy,9867.0,2026-03,3,2026Q1
2026-03-09,WTE_RTM_02,Rotterdam City,Metal,151.8,Municipal,80.0,South Rotterdam,Rainy,12144.0,2026-03,3,2026Q1
2026-03-10,WTE_RTM_02,Rotterdam City,Organic,473.9,Household,70.0,North Rotterdam,Rainy,33173.0,2026-03,3,2026Q1
2026-03-10,WTE_RTM_01,Rotterdam Port,Plastic,270.8,Industrial,95.0,South Rotterdam,Rainy,25726.0,2026-03,3,2026Q1
2026-03-10,WTE_RTM_01,Rotterdam Port,Industrial Waste,338.5,Industrial,85.0,South Rotterdam,Rainy,28772.5,2026-03,3,2026Q1
2026-03-10,WTE_RTM_02,Rotterdam City,Paper/Cardboard,135.4,Municipal,65.0,Central District,Rainy,8801.0,2026-03,3,2026Q1
2026-03-10,WTE_RTM_02,Rotterdam City,Metal,135.4,Municipal,78.87478361223312,North Rotterdam,Rainy,10679.65,2026-03,3,2026Q1
2026-03-11,WTE_RTM_02,Rotterdam City,Organic,511.0,Household,70.0,Port Area,Dry,35770.0,2026-03,3,2026Q1
2026-03-11,WTE_RTM_01,Rotterdam Port,Plastic,292.0,Industrial,95.0,South Rotterdam,Dry,27740.0,2026-03,3,2026Q1
2026-03-11,WTE_RTM_01,Rotterdam Port,Industrial Waste,365.0,Industrial,85.0,South Rotterdam,Dry,31025.0,2026-03,3,2026Q1
2026-03-11,WTE_RTM_02,Rotterdam City,Paper/Cardboard,146.0,Municipal,65.0,South Rotterdam,Dry,9490.0,2026-03,3,2026Q1
2026-03-11,WTE_RTM_02,Rotterdam City,Metal,146.0,Municipal,80.0,South Rotterdam,Dry,11680.0,2026-03,3,2026Q1
2026-03-12,WTE_RTM_02,Rotterdam City,Organic,445.2,Household,70.0,Central District,Dry,31164.0,2026-03,3,2026Q1
2026-03-12,WTE_RTM_01,Rotterdam Port,Plastic,254.4,Industrial,95.0,Central District,Dry,24168.0,2026-03,3,2026Q1
2026-03-12,WTE_RTM_01,Rotterdam Port,Industrial Waste,318.0,Industrial,85.0,Central District,Dry,27030.0,2026-03,3,2026Q1
2026-03-12,WTE_RTM_02,Rotterdam City,Paper/Cardboard,127.2,Municipal,65.0,North Rotterdam,Dry,8268.0,2026-03,3,2026Q1
2026-03-12,WTE_RTM_02,Rotterdam City,Metal,127.2,Municipal,80.0,Port Area,Dry,10176.0,2026-03,3,2026Q1
2026-03-13,WTE_RTM_02,Rotterdam City,Organic,501.2,Household,70.0,Port Area,Dry,35084.0,2026-03,3,2026Q1
2026-03-13,WTE_RTM_01,Rotterdam Port,Plastic,286.4,Industrial,95.0,South Rotterdam,Dry,27208.0,2026-03,3,2026Q1
2026-03-13,WTE_RTM_01,Rotterdam Port,Industrial Waste,358.0,Industrial,85.0,Port Area,Dry,30430.0,2026-03,3,2026Q1
2026-03-13,WTE_RTM_02,Rotterdam City,Paper/Cardboard,143.2,Municipal,65.0,Port Area,Dry,9308.0,2026-03,3,2026Q1
2026-03-13,WTE_RTM_02,Rotterdam City,Metal,143.2,Municipal,80.0,Port Area,Dry,11456.0,2026-03,3,2026Q1
2026-03-14,WTE_RTM_02,Rotterdam City,Organic,437.15,Household,78.87478361223312,Central District,Rainy,34480.11,2026-03,3,2026Q1
2026-03-14,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,South Rotterdam,Rainy,26032.95,2026-03,3,2026Q1
2026-03-14,WTE_RTM_01,Rotterdam Port,Industrial Waste,312.25,Industrial,85.0,South Rotterdam,Rainy,26541.25,2026-03,3,2026Q1
2026-03-14,WTE_RTM_02,Rotterdam City,Paper/Cardboard,124.9,Municipal,65.0,Port Area,Rainy,8118.5,2026-03,3,2026Q1
2026-03-14,WTE_RTM_02,Rotterdam City,Metal,124.9,Municipal,80.0,Port Area,Rainy,9992.0,2026-03,3,2026Q1
2026-03-15,WTE_RTM_02,Rotterdam City,Organic,416.15,Household,70.0,North Rotterdam,Cloudy,29130.5,2026-03,3,2026Q1
2026-03-15,WTE_RTM_01,Rotterdam Port,Plastic,237.8,Industrial,95.0,North Rotterdam,Cloudy,22591.0,2026-03,3,2026Q1
2026-03-15,WTE_RTM_01,Rotterdam Port,Industrial Waste,297.25,Industrial,85.0,Central District,Cloudy,25266.25,2026-03,3,2026Q1
2026-03-15,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,Central District,Cloudy,17812.02,2026-03,3,2026Q1
2026-03-15,WTE_RTM_02,Rotterdam City,Metal,118.9,Municipal,80.0,Central District,Cloudy,9512.0,2026-03,3,2026Q1
2026-03-16,WTE_RTM_02,Rotterdam City,Organic,408.1,Household,70.0,Central District,Cloudy,28567.0,2026-03,3,2026Q1
2026-03-16,WTE_RTM_01,Rotterdam Port,Plastic,233.2,Industrial,95.0,North Rotterdam,Cloudy,22154.0,2026-03,3,2026Q1
2026-03-16,WTE_RTM_01,Rotterdam Port,Industrial Waste,291.5,Industrial,85.0,Port Area,Cloudy,24777.5,2026-03,3,2026Q1
2026-03-16,WTE_RTM_02,Rotterdam City,Paper/Cardboard,116.6,Municipal,65.0,Central District,Cloudy,7579.0,2026-03,3,2026Q1
2026-03-16,WTE_RTM_02,Rotterdam City,Metal,116.6,Municipal,80.0,South Rotterdam,Cloudy,9328.0,2026-03,3,2026Q1
2026-03-17,WTE_RTM_02,Rotterdam City,Organic,507.15,Household,70.0,South Rotterdam,Dry,35500.5,2026-03,3,2026Q1
